Product Name,Category,Type,Description,Condition,Place Name,Region,Geo Position,ICBM,Post ID,Posted Date,Label,ID,Actual Class,
entertainment center,Furniture,NonTV,4 piece entertainment center with 75 in TV included,like new,Martinsville,US-IN,39.452000;-86.467000,"39.452000, -86.467000",7683890662,2023-11-03T21:26:16-0400,Craigslist,734,1,
TV stand in perfect condition.,Furniture,TV,"TV stand in very good shape , like new . Been used for a short while in a clean orderly environment. Very strong and reliable . Good quality wood .",like new,Indianapolis,US-IN,39.849000;-86.272000,"39.849000, -86.272000",7679681232,2023-10-22T20:56:38-0400,Craigslist,735,1,
Solid Wood Armoir/Desk/ET Center,Furniture,NonTV,"**SCAMMERS DO NOT CALL FOR A CODE**
PRICE REDUCED TO $135
Solid wood armoire/tv desk. $135 OBO. This thing is solid and heavy. It will take 3 men to lift it and load it. They don't make them like this anymore. Was originally stained but was painted along the way. Approximately 6 feet tall, 2 feet deep and 3 feet wide. Not kidding, this thing is solid wood and heavy!! To all potential buyers, please know that if I have this item still posted, it is still available. Thank you",good,Greenwood,US-IN,39.622400;-86.149000,"39.622400, -86.149000",7675706014,2023-10-11T15:39:32-0400,Craigslist,736,0,
GLASS TABLE / STAND,Furniture,NonTV,"3-Shelf Oval Shaped Glass Table, TV Stand
Good Condition.
Pickup at: ""146 and Hazel Dell""",good,Carmel,US-IN,39.974400;-86.082900,"39.974400, -86.082900",7679698287,2023-10-22T22:25:26-0400,Craigslist,737,0,
In A Very Good Condition LG TV 37LH20-UA.AUSVLVR,Appliances,TV,"LG - 37"" Class / 720p / 60Hz / LCD HDTV
Features:
Built-in HDTV tuner. Add HD-capable antenna to receive over-the-air high-definition broadcasts, where available. ...
37"" screen size. ...
1366 x 768 resolution. ...
16:9 widescreen aspect ratio. ...
XD. ...
Ultrafast 5 ms response time. ...
24p Real Cinema mode. ...
Wide 178° vertical and horizontal viewing angles and 20° swivel stand.
LG 37"" LCD TV 37LH20-UA 37"" LCD HDTV HDMI DVI AV RGB
Condition
“Very good”
Brand
LG
Display Technology
LCD
Screen Size
37 in
Maximum Resolution
1080p
Color
Black
Model
37LH20
Features
Flat Screen
Country/Region of Manufacture
Mexico
Audio/Video Inputs
HDMI",excellent,Indianapolis,US-IN,39.897700;-86.009400,"39.897700, -86.009400",7684867934,2023-11-06T18:29:24-0500,Craigslist,738,1,
"Free copper wire, misc items",Appliances,NonTV,"I need everything that belonged to my now ex-husband out of my garage today. It’s various items he didn’t take with him. Copper wire everywhere, a refrigerator, a flatscreen tv, and various other things appliances etc. MUST TAKE ALL OF IT. I need it all out of my house ASAP. Call or text me for the address",like new,Indianapolis,US-IN,39.678900;-86.130200,"39.678900, -86.130200",7686972818,2023-11-12T17:07:22-0500,Craigslist,739,0,
65 inch Hisense Roku TV flat screen,Appliances,TV,"Excellent condition, 65 inch Hisense Roku TV flat screen with remote, approximately 3 years old. Use everyday, looking for straight forward serious inquiries only please. Feel free to text or call for more details",excellent,Muskegon,US-MI,43.232900;-86.188500,"43.232900, -86.188500",7694465711,2023-12-04T21:06:20-0500,Craigslist,740,1,
Universal TV Stand,Appliances,TV,"Universal swivel tabletop TV stand. Brand new in box.
Easy to assemble.

Reply by email

More details:

Universal Swivel Tabletop TV Stand for Flat Screens 23 24 26 32 39 40 42 43 Inch, Heavy Duty Center Pedestal Stand Replacement with Black Tempered Glass Base and Height Adjustable Mount.",new,Saint Louis,US-MO,38.575700;-90.421600,"38.575700, -90.421600",7694277260,2023-12-04T11:48:09-0600,Craigslist,741,1,
Small 29x17 Insignia Flat TV: Great for Kids Room!,Appliances,TV,"Cute little TV perfect for the kitchen or kids' room but no longer needed, as we cut cable. $55 or best offer. This Insignia measures 29x17.

Pick up from my side deck in Clarendon Hills.

Larger, 47x31 Panasonic Energy Star Flat TV also available separately for $105 or $140 as a bundle.",excellent,Clarendon Hills,US-IL,41.796500;-87.956900,"41.796500, -87.956900",7694235182,2023-12-04T10:24:08-0600,Craigslist,742,1,
47x31 Panasonic Energy Star Flat TV,Appliances,TV,"Great TV but no longer needed, as we cut cable. $105 or best offer. This Panasonic measures 47x31.

Pick up from my side deck in Clarendon Hills.

Smaller, 29x17 Insignia Flat TV also available separately for $55 or $140 as a bundle.",excellent,Clarendon Hills,US-IL,41.796500;-87.956900,"41.796500, -87.956900",7694232909,2023-12-04T10:18:54-0600,Craigslist,743,1,
Dish TV IR Remote Control,Appliances,TV,"Text or call with any questions, the number is below.

Take two AAA batteries
Works fine just do not use it anymore
Model 123475322-AA


Call Doug
616-460-213zero

Please take a minute and look through some of my other items, just type my phone number in to the search window exactly as it is written just above this sentence.

Thanks!!",good,grand rapids,US-MI,43.015931;-85.753543,"43.015931, -85.753543",7694209864,2023-12-04T10:25:37-0500,Craigslist,744,1,
65 inch vizio smart tv,Appliances,TV,65 inch vizio smart tv bought it new at walmart on nov. 1st 2023 for $421.88. installed it on nov. 22nd 2023 will sell it for $220.00 GREAT XMAS GIFT!,new,Reading,US-MI,41.894483;-84.761753,"41.894483, -84.761753",7692271397,2023-11-28T15:28:27-0500,Craigslist,745,1,
samsung curve tv un65js9500f 2015 best offer for pick up starting at 3,Appliances,TV,"This is a samsung curve tv un65js9500f 2015 originally a 6000 tv purchased with (credit) it is in the best condition, it comes with a camera on top that activates under wifi and one can use skype and other connections to it. I dont have wifi right now so i cant open it up but it all works. One can also use the internet on it, its really an all in one tv with the box connector you only need 1 remote and can control any dvd or other consols connected to it. The quality is amazing honestly the best tv ive ever had im just moving and i have other tvs. The tv needs 2 ppl for transport which i can help, it is very heavy and large tv. Im looking for 3000 or best offer",like new,Cicero,US-IL,41.837800;-87.760200,"41.837800, -87.760200",7693667538,2023-12-02T13:01:20-0600,Craigslist,746,1,
Tv,Appliances,TV,Looking for a woman that would like to “watch” me. Message for details,Not specified,Cincinnati,US-OH,39.220800;-84.641800,"39.220800, -84.641800",7693587439,2023-12-02T11:02:42-0500,Craigslist,747,1,
LG TV 47”,Appliances,TV,"I am selling LG TV 47”.
It's LCD, full HD 1080p, 1920x1080.
Everything works perfectly fine and it will come with a remote control.
I can deliver this if you are in West Lafayette.",excellent,West Lafayette,US-IN,40.444000;-86.923700,"40.444000, -86.923700",7693165037,2023-12-01T07:07:59-0500,Craigslist,748,1,
Digital TV Converters with Remotes,Appliances,TV,2 Digital TV Converters with remotes. Manual and Quick start guide included. $20.00 each. Cash only. Call only to show contact info . No text. Must meet in a public place.,Access,Rossford,US-OH,41.566977;-83.563557,"41.566977, -83.563557",7692887641,2023-11-30T11:31:48-0500,Craigslist,749,1,
tv stand,Appliances,TV,Tv stand for up to 55 inch tv,Not specified,Radcliff,US-KY,37.838800;-85.924500,"37.838800, -85.924500",7692786369,2023-11-30T01:43:52-0500,Craigslist,750,1,
"Philips LCD TV 20""",Appliances,TV,"Silver Tone
20"" LCD TV
Great for a college dorm!",like new,Royal Oak,US-MI,42.502705;-83.146420,"42.502705, -83.146420",7689058593,2023-11-18T14:31:09-0500,Craigslist,751,1,
36’’ samsung tv,Appliances,TV,36 Samsung tv. Works great asking 50$,good,Grand Rapids,US-MI,42.958300;-85.692800,"42.958300, -85.692800",7692194018,2023-11-28T12:42:46-0500,Craigslist,752,1,
"50"" AU8000 Crystal UHD 4K Smart TV",Appliances,TV,"New 50"" AU8000 Crystal UHD 4K Smart TV",new,West Bloomfield,US-MI,42.530000;-83.360300,"42.530000, -83.360300",7692031260,2023-11-27T22:26:20-0500,Craigslist,753,1,
TV Lift Cabinet,Appliances,TV,"Adonzo TV Lift Cabinet in like new condition.

Fits up to 60” TVs (55” wide left to right)
Drop down speaker drawer - perfect for sound bars
Quiet and reliable Whisper Lift II Pro
Functional front doors with adjustable shelving for storage and component space",like new,Broadview,US-IL,41.857700;-87.856200,"41.857700, -87.856200",7691807699,2023-11-27T11:15:17-0600,Craigslist,754,1,
TV Cable line,Appliances,TV,"TV coaxial cable various length cables with connectors.

Also splitters for hooking up and splitting the lines.",excellent,Dayton,US-OH,39.845789;-84.130726,"39.845789, -84.130726",7691453653,2023-11-26T11:25:51-0500,Craigslist,755,1,
BASE for flat screen LCD TV Originally from a Westinghouse Television,Appliances,TV,"If you are missing the base for your flat screen TV (so that it can stand alone) maybe this one will fit. Heavy bottom with 4 screws. Base still has the factory plastic on it you can peel off the plastic so it looks new again. The back part of the Westinghouse TV is still attached to the base as well and I believe that is removeable. As it stands it measures aprox 15 3/4"" wide x 8 1/4"" deep. Pick up from Villa Park, IL. Please call or text show contact info . If you email please include a number I can reach you at. Thanks for looking.",good,Villa Park,US-IL,41.879900;-87.978200,"41.879900, -87.978200",7682685739,2023-10-31T14:06:01-0500,Craigslist,756,1,
Brand New Tv For sale,Appliances,TV,"Brand New 55” smart LGTV for sale! It was purchased, unboxed, and setup less then two weeks ago. It has only been watched two times and will be factory reset upon sale. This is an urgent sale so I will be selling it for half the retail price. Please feel free to contact me for more information.

*Remote Included",new,Clarksville,US-TN,36.525872;-87.345772,"36.525872, -87.345772",7691354857,2023-11-25T21:10:52-0600,Craigslist,757,1,
Sony Trinitron Wega (KD-27FS170) Gamer Tv,Appliances,TV,Good condition was never really used in a spare bedroom. Perfect for gamers,good,Brooklyn,US-MI,42.104400;-84.241400,"42.104400, -84.241400",7691148160,2023-11-25T11:18:17-0500,Craigslist,758,1,
TV - Spectre,Appliances,TV,"I have a gently used 30"" TV that was in my mother's bedroom. It was hardly used. I have remote and Roku which you can have to set up yourself. $25 cash, Zelle, cash app, venmo. It is nice for computer screen or kids bedroom or extra room.",excellent,Columbus,US-OH,40.034700;-82.872600,"40.034700, -82.872600",7691001125,2023-11-24T19:05:06-0500,Craigslist,759,1,
Tv,Appliances,TV,"2023 Sony A95l Flagship tv Just Released Oct 13th brand new in the box. Clearest picture check out youtube to see. It has a Future on it design specifically for PS5 gameing with fast responds time and perfect graphics. Retails at 2,700 Inbox for detals are questions",new,Cincinnati,US-OH,39.241800;-84.543700,"39.241800, -84.543700",7689053135,2023-11-18T14:18:28-0500,Craigslist,760,1,
Power Smokeless Grill - As Seen on TV,Appliances,TV,"New, Never Used.

Complete with Recipe Book and Owner's Manual

Great for Kitchen, Camper Etc.

Terms:
Cash Only.
Serious Inquiries Only.
Buyer Pick-up Only.
Sale is Final/No Refunds.


Note: If You See This Ad, It Is Still Available.",new,Hartland,US-MI,42.635600;-83.714700,"42.635600, -83.714700",7680610038,2023-10-25T13:14:32-0400,Craigslist,761,1,
MITSUBISHI BOX TV 55INCH,Appliances,TV,For sale box tv Mitsubishi 55 inch,fair,Chicago,US-IL,42.007567;-87.703513,"42.007567, -87.703513",7687691473,2023-11-14T15:43:11-0600,Craigslist,762,1,
Samsung HD Tv LN32C350D1D With Remote,Appliances,TV,"Samsung HD Tv LN32C350D1D
Manufacturing year: 2010

* AC 110-120V~60Hz 95W
* Screen W=27.5 ""x L= 15.5"" (""=inches)
* Rca hookup, HDMI Hookup capabilities
* TV Remote included",like new,Toledo,US-OH,41.652500;-83.508500,"41.652500, -83.508500",7687509518,2023-11-14T09:55:51-0500,Craigslist,763,1,
"Sharp 42"" LCD TV",Appliances,TV,"LCD Smart TV, missing the standing mount, but fits great on wall mounts, also missing remote control, but has push button controls on side. Asking $80 or best offer.",excellent,Coxs Creek,US-KY,37.912500;-85.465800,"37.912500, -85.465800",7687190072,2023-11-13T11:54:51-0500,Craigslist,764,1,
TV stand,Appliances,TV,Have this TV stand with swivel base 31Lx20Wx24H. Need more info email or call. See sample pics below,Not specified,London,US-OH,39.900100;-83.443900,"39.900100, -83.443900",7687104716,2023-11-13T08:19:16-0500,Craigslist,765,1,
TV stand,Appliances,TV,Have this TV stand with swivel base 31Lx20Wx24H. Need more info email or call. See sample pics below,Not specified,London,US-OH,39.900100;-83.443900,"39.900100, -83.443900",7687104540,2023-11-13T08:18:26-0500,Craigslist,766,1,
"Insignia 42"" Plasma TV",Appliances,TV,"Insignia 42"" color TV on pedestal stand. Works fine. Includes a separate DVD player. Great refresh for gaming.",excellent,Lebanon,US-OH,39.429300;-84.173500,"39.429300, -84.173500",7686840054,2023-11-12T10:46:00-0500,Craigslist,767,1,
TV Toshiba,Appliances,TV,"Toshiba TV 37 "" HDMI, comes with remote control, excellent condition, works fine Cash $60 FIRM.
It is NOT smart TV. You would need Roku, PC, amazon Fire or similar devise to connect it to internet.
Height 26 1/2"" x 36"" x 4 1/2""",excellent,Wheeling,US-IL,42.134000;-87.934100,"42.134000, -87.934100",7686820447,2023-11-12T08:39:59-0600,Craigslist,768,1,
Smart tv/ microwave,Appliances,TV,"24"" smart tv with remote and box. Microwave, both were used for about a month in my semi truck, no longer need them.",excellent,Middletown,US-OH,39.515100;-84.398300,"39.515100, -84.398300",7686813261,2023-11-12T09:10:47-0500,Craigslist,769,1,
32' Samsung tv,Appliances,TV,Well kept 32' samsung w remote,good,Lafayette,US-IN,40.322800;-86.888100,"40.322800, -86.888100",7686756289,2023-11-11T22:48:49-0500,Craigslist,770,1,
Samsung tv,Appliances,TV,Samsung tv,good,Buchanan,US-MI,42.869700;-85.662800,"42.869700, -85.662800",7684908810,2023-11-06T20:41:00-0500,Craigslist,771,1,
"Xbox Series X (NIB), Vizio 75"" 4K TV, Sound Bar (NIB) + Ent Center! -",Electronics,TV,"Looking for a great deal on a new entertainment setup? Look no further. These items are in a clean home and in great / new condition!

This includes:
Vizio P75-C1 75"" Premium 4K TV (Used, in great condition)
Xbox Series X (New in Box!)
Samsung Sound Bar S50B (New in Box!)
TV Wall Mount (with brackets for TV)
Ikea Besta Entertainment Center (Used, in great condition)

These items are all located in Elkhart Indiana at my home address. This address will only be provided to buyers with SERIOUS interest.

Please reach out with any questions / more details!",excellent,Elkhart,US-IN,41.710100;-85.972900,"41.710100, -85.972900",7693197936,2023-12-01T09:35:59-0500,Craigslist,772,1,
Sony Vintage Watchman Portable TV With Case,Electronics,TV,"Hi I have a Sony Vintage 1987 Watchman portable black and white TV with case. Case and TV in great shape and would be great to add to a collection. TV runs on 2 AA batteries. Obviously can't get a signal on it do to they no longer brodvast analog signals but it appears to fully function. There mite be some way of getting something to play going thru external antenna jack. This is item is very clean and was stored nicely looks almost like new. $10

For more info or if interested please call
Chad (606) 521 - 405 five
This Email I do not check regularly so please call for faster response. Thanks",like new,Greenwood,US-IN,39.633060;-86.161995,"39.633060, -86.161995",7687145137,2023-11-13T10:18:22-0500,Craigslist,773,1,
"Vintage Mitsubishi 26"" CRT Television with Remote / Retro Gaming TV",Electronics,TV,"Vintage Mitsubishi 26"" CRT Television with Remote / Retro Gaming TV - Model CS-2611R - Nice picture!

Works great, original remote. Excellent condition, gently used by one owner. Good picture and audio.

Indianapolis downtown / near east side.
Pickup preferred but delivery is available.

Holds are available only with prepayment. PayPal, Venmo, Facebook Messenger payment, Cash App, credit/debit cards, and cash accepted.",excellent,Indianapolis,US-IN,39.787599;-86.120281,"39.787599, -86.120281",7685245346,2023-11-07T18:27:20-0500,Craigslist,774,1,
"Sceptre U550CV-U 55"" 4K UHD TV + free Amazon Firestick!",Electronics,TV,"Elevate your entertainment experience with the Sceptre U550CV-U 55"" 4K UHD TV, now available with a bonus Amazon Firestick for smart apps and enjoy instant access to a world of streaming content. Selling because we want the fancy new Samsung ones. Everything works, no scratches or dead pixels. Feel free to come over to test it out.

Pickup only, as long as ad is up, it's available. Cash only, no delivery or phone scams",excellent,Indianapolis,US-IN,39.772000;-86.153500,"39.772000, -86.153500",7688511443,2023-11-17T00:11:58-0500,Craigslist,775,1,
65 inch TV wall mounted,Electronics,TV,"Selling a 65 inch TV used like new no scratches no scrapes



Cash or cash app !?!?",like new,Indianapolis,US-IN,39.808200;-86.101400,"39.808200, -86.101400",7694423977,2023-12-04T18:36:45-0500,Craigslist,776,1,
Roku tv 43” + stand,Electronics,TV,Like new Onn Roku tv with a freestanding base. I can bring it to you if needed (reasonable distance).,Not specified,Noblesville,US-IN,40.056300;-86.016300,"40.056300, -86.016300",7693590718,2023-12-02T11:10:18-0500,Craigslist,777,1,
Samsung Crystal UHD TV 55in,Electronics,TV,Like new Samsung flat screen tv. TU7000 55in. Asking $300.,like new,Columbus,US-IN,39.237821;-85.919566,"39.237821, -85.919566",7694306523,2023-12-04T13:48:19-0500,Craigslist,778,1,
"Proscan 19"" TV & 32 Samsung Smart TV",Electronics,TV,"Both TV's are in good condition. The Proscan 19"" has a bult in dvd player. Please call if interested. Cash only in person! $125.00.",good,Indianapolis,US-IN,39.678900;-86.130200,"39.678900, -86.130200",7688825955,2023-11-17T19:59:25-0500,Craigslist,779,1,
New Amazon Fire TV Stick 4K HDR,Electronics,TV,"New in sealed box.
Amazon Fire TV Stick 4K HDR
Brilliant picture. Alexa Voice Remote.

Includes:
Amazon Fire TV Stick 4K
Alexa Voice Remote (2nd Gen)
2 AAA Batteries
Power Adapter
USB Cable
HDMI Extender Cable

HDR High Dynamic Range
Dolby Vision + Atmos
Quad Core
WIFI 802.11AC

Powerful, cinematic entertainment.
Tens of thousands of channels, apps, and Alexa skills.
Next-gen Alexa Voice Remote.

We bought it at Best Buy and was never opened.

$15 FIRM. Text Only, we don't check email. (We have 2)",new,Plainfield,US-IN,39.704320;-86.406183,"39.704320, -86.406183",7689584347,2023-11-20T10:51:43-0500,Craigslist,780,1,
Sony TV,Electronics,TV,Flat screen 42 in tv with remote and wall bracket.,Sony,Shelbyville,US-IN,39.504300;-85.787500,"39.504300, -85.787500",7693934697,2023-12-03T12:23:26-0500,Craigslist,781,1,
Sony Flat Screen TV,Electronics,TV,"Flat screen tv with remote and wall bracket. Works great, just moving.",good,Shelbyville,US-IN,39.504300;-85.787500,"39.504300, -85.787500",7693405571,2023-12-01T17:40:45-0500,Craigslist,782,1,
28 inch Flatscreen TV,Electronics,TV,Good condition but is missing a leg I usually used a book to hold it upright but the tv works perfectly.,good,Noblesville,US-IN,40.044900;-86.014000,"40.044900, -86.014000",7693065238,2023-11-30T18:45:59-0500,Craigslist,783,1,
"40"" Rca Tv",Electronics,TV,"BACK WITH A 60 DAY MALFUNCTION EXCHANGE WARRANTY

WE SELL HDTVS AND COMPUTERS

CITY ELECTRONICS
10202 E. WASHINGTON STREET 46229

LOCATED INSIDE WASHINGTON SQUARE MALL NEXT TO THE TARGET ENTRANCE.

HOURS 12:30PM TO 7PM MON-SAT",new,Indianapolis,US-IN,39.788600;-85.977900,"39.788600, -85.977900",7690875067,2023-11-24T13:13:17-0500,Craigslist,784,1,
"43"" TCL Roku Smart Tv",Electronics,TV,"1 YEAR MANUFACTURER WARRANTY

WE SELL HDTVS AND COMPUTERS

CITY ELECTRONICS
10202 E. WASHINGTON STREET 46229

LOCATED INSIDE WASHINGTON SQUARE MALL NEXT TO THE TARGET ENTRANCE.

HOURS 12:30PM TO 7PM MON-SAT",new,Indianapolis,US-IN,39.788600;-85.977900,"39.788600, -85.977900",7687966144,2023-11-15T13:31:33-0500,Craigslist,785,1,
FLAT SCREEN TV FOR SALE !!,Electronics,TV,"Good tv ! No scratches or dents , turns on and off ( good picture quality ) comes with remote as well ! Also comes with wall mount :) still has plastic around tv so good condition. Just moving and need to sale some stuff",excellent,Indianapolis,US-IN,39.909500;-86.217500,"39.909500, -86.217500",7692874058,2023-11-30T11:00:46-0500,Craigslist,786,1,
"Samsung 50"" LED HDTV TV",Electronics,TV,"Christmas gift or buy for yourself. Samsung 50"" high definition TV. Includes remote and original manual & guides. Only used a few hours during the evening. Excellent condition and great picture quality. Here are some links to see description.

https://www.bhphotovideo.com/c/product/841011-REG/Samsung_UN50EH6000FXZA_UN50EH6000_50_LED_HDTV.html

https://www.samsung.com/ca/support/model/UN50EH6000FXZC/",excellent,Indianapolis,US-IN,39.690341;-86.285877,"39.690341, -86.285877",7692485550,2023-11-29T09:53:21-0500,Craigslist,787,1,
"Samsung 47"" HD DLP TV for sale",Electronics,TV,"Hello! Up for sale is a 47"" Samsung DLP TV. Used. Fishers area. Cash or Venmo accepted. Pick-up only. Thanks for looking!",excellent,Indianapolis,US-IN,39.930300;-86.059600,"39.930300, -86.059600",7692257156,2023-11-28T14:56:50-0500,Craigslist,788,1,
36 inch smart tv,Electronics,TV,Smart Samsung tv,Not specified,Indianapolis,US-IN,39.748333;-86.134739,"39.748333, -86.134739",7692232819,2023-11-28T14:03:45-0500,Craigslist,789,1,
Samsung 23 inch monitor/tv,Electronics,TV,Color monitor / tv,good,Carmel,US-IN,39.974400;-86.082900,"39.974400, -86.082900",7691920602,2023-11-27T16:11:57-0500,Craigslist,790,1,
Westinghouse 42 INCH TV,Electronics,TV,Needs a new remote,like new,Indianapolis,US-IN,39.726500;-86.000500,"39.726500, -86.000500",7691900649,2023-11-27T15:25:16-0500,Craigslist,791,1,
LG 55 inch TV,Electronics,TV,LG TV. Working,good,Indianapolis,US-IN,39.726500;-86.000500,"39.726500, -86.000500",7691899097,2023-11-27T15:21:41-0500,Craigslist,792,1,
Samsung 42 inch Plasma TV,Electronics,TV,Samsung 42 inch Plasma TV in good condition. Resolution 848 X 480 @ 60 Hz.,good,Indianapolis,US-IN,39.904800;-86.067300,"39.904800, -86.067300",7685524396,2023-11-08T14:29:23-0500,Craigslist,793,1,
"Apple TV 4K w/Remote, Mint Condition",Electronics,TV,"I have several of them, and am selling this one in the guest bedroom. Flawless condition, plug and play. Will reset to factory.",Not specified,Indianapolis,US-IN,39.847100;-85.974100,"39.847100, -85.974100",7682465793,2023-10-30T21:39:12-0400,Craigslist,794,1,
TCL 55 inch TV,Electronics,TV,"TCL 55 inch TV
Purchased in 2017
Works well
On peacock streaming, gets faint line down middle
Depending on display setting’s occasionally gets flickering black on left half of screen
This has been remedied by changing color/brightness

See picture for peacock images as of 9/16/2023",fair,Brownsburg,US-IN,39.846600;-86.386900,"39.846600, -86.386900",7690615298,2023-11-23T12:37:35-0500,Craigslist,795,1,
New Jinko Solar Tiger Pro 72HC-TV JKM535M-72HL4-TV 535W Mono 535 Watt,Electronics,TV,"""I have new Jinko Solar 535W solar panels available for a limited time. These were purchased for a project, but never deployed. Buy with confidence as they're backed by our 1 year warranty—with an extended 5-year warranty for an additional fee (the Jinko Solar warranty doesn't transfer). My price is only $235.00 each. Located in Yuma, AZ. I'd be happy to quote shipping if you provide address type (commercial or residential) & address zip code.

Manufacturer: Jinko Solar
Model Series: Tiger Pro 72HC-TV
Model Number: JKM535M-72HL4-TV
Wattage (Pmax): 535W
Voltage (Voc): 49.42V
Amperage (Isc): 13.79A
Dimensions: 89.53” x 44.65” x 1.38”
Weight: 63.71 lbs.

Message me, and let's put a deal together.

Solar Steals is the premier distributor of new, overstocked, and recertified solar equipment. We're wholesale suppliers with warehouses across the US, and stock solar panels, inverters, batteries, and more. We help you save up to 90% off equipment costs—grab your Steal of a Deal today.""

Keywords:
lights,solar installation,solar pump,advantages panels,best panels home,solar sources,solar battery,hydropower,solar work,what battery energy,solar fan,sun sale,sources inverter,solar panels,off price,solar plant,solar panels,photovoltaic solar,energy solar of solar system energy,alternative panel systems,solar solar farm,what panels turbine,solar energy pump,solar do calculator,solar cooker,canadian pool energy,energy advantages panels energy,solar kits,solar and is home,alternative panel energy,pv work,solar solar shingles,how power,solar systems,alternative news,how system,solar energy,solar installation,solar energy,sunpower,solar energy,solar solar panels,csp,windmill,renewable energy solar energy,sustainable of pv,solar of resources,renewable resources,solar cell,green heater,solar tiles,energy heater,solar for of shop,diy panels,disadvantages lighting,solar power system,solar,solar sources,solar energy,photovoltaic,wind water solar sources,biomass solar panel heater,solar solar charger,wind your powered power,free light,solar energy,small generator,photovoltaic powered solar power energy efficiency,hydroelectric panels,solar power charger,solar city,solar disadvantages,renewable panel cells,solar system,portable of for lights,solar sources energy,wind panels,cost energy,renewable sources panels is renewable panel outdoor panel power,gosolar,solar companies,solar efficiency,solar energy cost,panel roof street panel water manufacturers,sun solar tracker solar energy,solar resources,clean roof,solar grid,solar panels,solar generator,flexible for energy,solar energy,outdoor lights,solar energy,solar solar,renewable solar of",new,indianapolis,US-IN,0.000000;0.000000,"0.000000, 0.000000",7690458832,2023-11-22T18:30:37-0500,Craigslist,796,1,
Element 32” LCD TV,Electronics,TV,"Element 32”LCD TV with wall mount brackets. No remote. Works perfect with 3 HDMI inputs, RCA input, and more. Have 2 of these available.",like new,Indianapolis,US-IN,39.912200;-86.183700,"39.912200, -86.183700",7685589452,2023-11-08T17:04:00-0500,Craigslist,797,1,
14x New Jinko Solar Tiger Pro 72HC-TV JKM535M-72HL4-TV 535W Mono 535 W,Electronics,TV,"I have pallets of 14 new Jinko Solar 535W solar panels available for a limited time. These were purchased for a project, but never deployed. Buy with confidence as they're backed by our 1 year warranty—with an extended 5-year warranty for an additional fee (the Jinko Solar warranty doesn't transfer). My price is only $3290 with free freight shipping. Located in Yuma, AZ. I'd be happy to quote shipping if you provide address type (commercial or residential) & address zip code.

Quantity: 14
Manufacturer: Jinko Solar
Model Series: Tiger Pro 72HC-TV
Model Number: JKM535M-72HL4-TV
Wattage (Pmax): 535W
Voltage (Voc): 49.42V
Amperage (Isc): 13.79A
Dimensions: 89.53” x 44.65” x 1.38”
Weight: 63.71 lbs.

This solar package is ideal for covering the energy needs of an average-sized home. The system provides 7,490 watts of DC (direct current) power, which can produce an estimated 449 to 1,572 kilowatt-hours (kWh) of energy each month. The output may provide near-constant energy for smaller homes, and is more than enough to significantly reduce energy bills for half the homes in the US.

Message me, and let's put a deal together.

Solar Steals is the premier distributor of new, overstocked, and recertified solar equipment. We're wholesale suppliers with warehouses across the US, and stock solar panels, inverters, batteries, and more. We help you save up to 90% off equipment costs—grab your Steal of a Deal today.

Keywords:
lights,solar installation,solar pump,advantages panels,best panels home,solar sources,solar battery,hydropower,solar work,what battery energy,solar fan,sun sale,sources inverter,solar panels,off price,solar plant,solar panels,photovoltaic solar,energy solar of solar system energy,alternative panel systems,solar solar farm,what panels turbine,solar energy pump,solar do calculator,solar cooker,canadian pool energy,energy advantages panels energy,solar kits,solar and is home,alternative panel energy,pv work,solar solar shingles,how power,solar systems,alternative news,how system,solar energy,solar installation,solar energy,sunpower,solar energy,solar solar panels,csp,windmill,renewable energy solar energy,sustainable of pv,solar of resources,renewable resources,solar cell,green heater,solar tiles,energy heater,solar for of shop,diy panels,disadvantages lighting,solar power system,solar,solar sources,solar energy,photovoltaic,wind water solar sources,biomass solar panel heater,solar solar charger,wind your powered power,free light,solar energy,small generator,photovoltaic powered solar power energy efficiency,hydroelectric panels,solar power charger,solar city,solar disadvantages,renewable panel cells,solar system,portable of for lights,solar sources energy,wind panels,cost energy,renewable sources panels is renewable panel outdoor panel power,gosolar,solar companies,solar efficiency,solar energy cost,panel roof street panel water manufacturers,sun solar tracker solar energy,solar resources,clean roof,solar grid,solar panels,solar generator,flexible for energy,solar energy,outdoor lights,solar energy,solar solar,renewable solar of",new,indianapolis,US-IN,0.000000;0.000000,"0.000000, 0.000000",7690422585,2023-11-22T16:30:47-0500,Craigslist,798,1,
